MovieID	CategoryGross	Storyline
470	6	Master explorer and former US Navy Seal Dirk Pitt and his wisecracking buddy Al Giordino goes on the adventure of a lifetime of seeking out a lost Civil War ironclad battleship known as the "Ship of Death" that protects a secret cargo is lost somewhere in the deserts of West Africa. But while the two cross paths with a beautiful and brilliant U.N. scientist Dr. Eva Rojas who is being hounded by a ruthless dictator. She believes that the hidden treasure may be connected to a larger problem that threatens the world around them. Hunting for a ship that no one else thinks exists, Dirk, Al, and Eva must rely on their wits and their daring heroics to outsmart dangerous warlords, survive the threatening terrain, and get to the bottom of both mysteries. 
471	2	2055, Charles Hatton has made a fortune by founding 'Time safari', which offers rich 'big game hunters' short time travels to kill off dinosaurs just before their natural death. When Travis notices the weather and wildlife are not behaving as usual, he consults Dr. Rand, the contractually invisible inventor of the supercomputer which controls the time travel. They soon face 'time waves', each worsening the effects in 2055 of evolutionary distortions, lower lifeforms first. They attempt to identify and rectify the past alteration, but each attempt gets harder in their distorted present. 
472	4	A 10-year-old girl, abandoned by her mother when she was three, moves to a small town in Florida with her father, a preacher. While there, she adopts a stray dog whom she names after the local supermarket where he was found. With her goofy pooch by her side, she meets an eclectic group of townspeople and rekindles an almost lost relationship with her father. 
473	1	Constellation chronicles the lives and loves of an African-American family in the deep South as they are forced to come to terms with a tumultuous past marked by an unrequited interacial affair. The film explores the way in which the family patriarch must confront his demons amidst the changing racial fabric of society and his own family. 
474	4	This rock opera tells the story of one year in the life of a group of bohemians struggling in modern day East Village New York. The story centers around Mark and Roger, two roommates. While a former tragedy has made Roger numb to life, Mark tries to capture it through his attempts to make a film. In the year that follows, the group deals with love, loss, AIDS, and modern day life in one truly powerful story. 
475	1	Kamran is a 12 year old boy in the present day who discovers that his ancestor is the 11th Century Mathematician, Astronomer, Poet of Persia, Omar Khayyam. The story has been passed down in his family from one generation to another, and now it is his responsibility to keep the story alive for future generations. The film takes us from the modern day to the epic past where the relationship between Omar Khayyam, Hassan Sabbah (the original creator of the sect of Assassins) and their mutual love for a beautiful woman separate them from their eternal bond of friendship. Filmed almost entirely on location in Samarkand and Bukhara, Uzbekistan. 
476	4	This comedy is about two guys who decide to rig the Special Olympics to pay off a debt by having one of them, Steve (Knoxville), pose as a contestant in the games, hoping to dethrone reigning champion, Jimmy. Mentally-challenged high jinks and hilarity surely follow. 
477	3	Ellie has been taking care of her younger brother Jimmy since their parents death. One night after picking him up from a party they are involved in a car accident on Mullholland Drive. While trying to rescue a woman from the other car a creature attacks and kills her, also injuring both Ellie and Jimmy. After some research Jimmy realizes the creature could only have been a werewolf. 
478	9	It is three years after the Clone Wars. The leader of the droid army, General Grievous, has captured Chancellor Palpatine on board his ship, the Invisible Hand. Jedi Master Obi-Wan Kenobi and Jedi Knight Anakin Skywalker must fly through Coruscant safely, and enter the Invisible Hand so that they can rescue the captive Chancellor. Just when Palpatine is about to be released, Count Dooku shows up. Obi-Wan and Anakin both battle it out with him, but Obi-Wan ends up unconscious. Anakin slices off his head and kills him. Anakin carries Obi-Wan, and Palpatine follows him. They meet General Grievous face to face, and Anakin tries to fly the last half of the ship so that they can safely land on Coruscant. Later, Palpatine starts acting strange, constantly manipulating Anakin into believing that the Jedi Council is against him. Eventually, it is found out that he is the Dark Lord of the Sith. Jedi Master Mace Windu fights him... 
479	5	Set back in the late 1800s in a Victorian village, a man and woman by the names of Victor Van Dort and Victoria Everglot are betrothed because the Everglots need the money or else they'll be living on the streets and the Van Dorts want to be hight in society. But when things go wrong at the wedding rehearsal, Victor goes into the woods to practice his vows. Just as soon as he gets them right, he finds himself married to Emily, the corpse bride. While Victoria waits on the other side, there's a rich newcomer that may take Victor's place. So two brides, one groom, who will Victor pick? 
480	9	Reed Richards, a brilliant but timid and bankrupt scientist, is convinced that evolution can be triggered by clouds of cosmic energy, and has calculated that Earth is going to pass one of these clouds soon. Together with his friend and partner, the gruff yet gentle astronaut muscle-man Ben Grimm, Reed convinces his conceited MIT classmate Dr. Victor Von Doom, now CEO of his own enterprise, to allow him access to his privately-owned space station. Von Doom agrees in exchange for control over the experiment and a majority of the profits from whatever benefits it brings. He thus brings aboard Susan Storm, his shy, though assertive chief genetics researcher and a former lover of Reed's with whom she had an acrimonious break-up, and her diametrically opposed brother Johnny, the maverick and hot-headed playboy pilot. The astronauts make it home intact; however, before long they begin to mutate... 
481	2	Recently moved to upstate New York from the comfort of their Vermont homestead, the Benjamin Steed family makes their way into the established social structure of Palmyra. In their attempt to settle peacefully into the new community, they discover that the help they have hired to clear their land is at the center of a religious controversy - a controversy that threatens to tear the family apart. As two of the Steed brothers contend for the favor of a wealthy merchant's daughter, they find themselves on opposite sides of the religious question. Although the family struggles to smooth the contention, they soon face deeper issues of family loyalty and the pursuit of truth. 
482	7	Frankie Dunn has trained and managed some incredible fighters during a lifetime spent in the ring. The most important lesson he teaches his boxers is the one that rules life: above all, always protect yourself. In the wake of a painful estrangement from his daughter, Frankie has been unwilling to let himself get close to anyone for a very long time. His only friend, Scrap, an ex-boxer who looks after Frankie's gym, knows that beneath his gruff exterior is a man who has been seeking, for the past 25 years, the forgiveness that somehow continues to elude him. Then Maggie Fitzgerald walks into his gym... 
483	3	Yugi, a smaller than average high school student, and an easy target for bullies, is given an ancient Egyptian riddle called the "Millennium Puzzle" by his grandfather, a local game shop manager. Yugi pieces the puzzle together and unexpectedly becomes the powerful "Game King." Now when Yugi gets into sticky situations, the "Game King" takes over and protects Yugi and his friends. 
484	2	An adaptation of Bishop T.D. Jakes' self-help novel, chronciling a woman's struggle to come to terms with her legacy of abuse, addiction and poverty.
485	1	Coming-of-age. A small-town young man who realizes why he's such a misfit - he's gay! Adolescence is proving a pain for the always-thinking Dorian. He's an outcast and the butt of classmates' fag jokes at high school. He's different and understands why when he reaches the conclusion that he's a "stereotypical gay." He soon announces this discovery to his homophobic, Nixon-loving dad. Before dad can throw him out of the house, Dorian's off to NYU where our hero encounters a new world of coffee houses, sophisticates and handsome men. 
486	2	Clifford overhears Mr. Bleakman say that feeding him must cost a lot of money. A carnival act called "Larry's Amazing Animals" has just been in town, and the animals in the show told Clifford about an animal contest with a prize of a lifetime supply of Tummy Yummies. So he decides to run away along with Cleo and T-Bone, join the carnival act, win the contest, and bring the food back. Soon Clifford is the star of the show, and Shackleford the ferret, who'd always been the star, gets jealous. Clifford just wants to help and win the contest -- but getting back home to Emily Elizabeth may not be as easy as he thinks, even after the contest is over. 
487	5	An obese boy named Fat Albert and his friends Rudy, Mushmouth, Bill, Dumb Donald, Russell, and Weird Harold, pulls into trouble when they "fall" out of their TV world into the real world, where Fat Albert tries to help a young girl, Doris, make friends. However, the simple life of the group is interrupted when Fat Albert falls for Doris' older sister, Lauri, sparking his friends to worry that their leader may never want to return to his cartoon world again. 
488	1	Vera is a femme fatale for the 21st century; a beautiful, capricious young woman living in New York whom begins exploring the limits of her sexual and intellectual power. She picks up men on the street and has sex with them in her apartment. She also videotapes a sexual romp with a female lover, and has sexually frank discussions with her potential employer. As the daughter of wealthy, indulgent parents, Vera seems to be improvising her way through the beginning of her life as an adult. Her boyfriend, Ford, is a fast-talking hustler prepared to do anything to make a buck. Aware of Vera's promiscuity, Ford sees a chance to make big money when he meets an aging Italian media mogul, named Count Tommaso, who is enamored of Vera because of her sexuality, her intelligence, and what he perceives as her naiveté. Ford cooks up an idea to pimp Vera out to the Count for $100,000, easy money, if he can only talk Vera into it... 
489	1	Will, Kirby, and Danny are the hottest new sensation in Mormon pop music! Will is an aerobics instructor, Danny is a student of eastern philosophy, and Kirby is a scrapbooking specialist. Together, they make up the band "Everclean" and they have taken the Mormon boy band scene by storm. Sons of Provo chronicles the struggles and successes of a group of boys fighting to become the most spiritual Mormon boy band in history. 
490	4	Ten years ago some of the worst atrocities in the history of mankind took place in the country of Rwanda--and in an era of high-speed communication and round the clock news, the events went almost unnoticed by the rest of the world. In only three months, one million people were brutally murdered. In the face of these unspeakable actions, inspired by his love for his family, an ordinary man summons extraordinary courage to save the lives of over a thousand helpless refugees, by granting them shelter in the hotel he manages. 
491	1	An illegal Chinese immigrant falls behind on payments on an enormous smuggling debt. Ming Ding has only until the end of the day to come up with the money.
492	7	Karen Davis is an American Nurse moves to Tokyo and encounter a supernatural spirit who is vengeful and often possesses its victims. A series of horrifying and mysterious deaths start to occur, with the spirit passing its curse onto each victim. Karen must now find away to break this spell, before she becomes its next victim. 
493	1	"Baptists at Our Barbecue" is the comedic story of the small town of Longwinded, USA, a divided, feuding town of 262 Mormons and 262 Baptists. It's also a love story, about one man who will try anything to end the ridiculous feud, bring the town together, and keep the peace-loving girl of his dreams from leaving town. 
494	1	At night and on weekends, four men in a suburban garage have built a cottage industry of error-checking devices. But, they know that there is something more. There is some idea, some mechanism, some accidental side effect that is standing between them and a pure leap of innovation. And so, through trial and error they are building the device that is missing most. However, two of these men find the device and immediately realize that it is too valuable to market. The limit of their trust in each other is strained when they are faced with the question, If you always want what you can't have, what do you want when you can have anything? 
495	2	In a small village in Colombia, the pregnant seventeen years old Maria supports her family with her salary working in a floriculture. She is fired and with a total lack of perspective of finding a new job, she decides to accept the offer to work as a drug mule, flying to USA with sixty-two pellets of cocaine in her stomach. Once in New York, things do not happen as planned. 
496	5	Odessa, Texas, is a small, town in Texas. Racially divided and economically dying, there is one night that gives the town something to live for: Friday Night. The Permian Panthers have a big winning tradition in Texas high school football, led by QB Mike Winchell and superstar tailback Boobie Miles, but all is not well, as Boobie suffers a career-ending injury in the first game of the season. Hope is lost among citizens in Odessa, and for the team, but Coach Gary Gaines, who believes that "Perfection is being able to look your friends in the eye and know you did everything you could not to let them down", is somehow able to help the team rise up from the ashes and make a huge season comeback. Now on their way to state, the Panthers must go out and be perfect, because they may never matter this much for the rest of their lives. 
497	6	Luther Krank is fed up with the commerciality of Christmas; he decides to skip the holiday and go on a vacation with his wife instead. But when his daughter decides at the last minute to come home, he must put together a holiday celebration. 
498	4	The killer doll is back! Glen, the orphan doll offspring of the irrepressible devilish-doll-come-to-life Chucky and his equally twisted bride Tiffany. When production starts on a movie detailing the urban legend of his parents' lethal exploits, Glen heads for Hollywood where he brings his bloodthirsty parents back from the dead. The family dynamics are far from perfect as Chucky and Tiffany go Hollywood and get rolling on a new spree of murderous mayhem; much to gentle Glen's horror. Chucky can't believe that his child doesn't want to walk in his murdering footsteps, and star-struck Tiffany can't believe that the movie will star her favorite actress, Jennifer Tilly, who soon becomes an unwitting hostess to this new family in more ways than one... 
499	7	Two men wake up at opposite sides of a dirty, disused bathroom, chained by their ankles to pipes. Between them lies a dead man loosely clutching a hand-held tape player and a handgun. Each finds a tape the perfect fit for the player in their back pocket. They play the tapes. One is threatened, the other isn't. But they have a task: One must kill the other by 6:00, or his wife and daughter will die. They find hacksaws in a toilet, and try to cut the chains, but it doesn't work. They are the two newest victims of the Jigsaw Killer. In a flashback, we learn of Amanda, a girl who falls victim to the Jigsaw Killer. On her head is a mask, which is hooked into her lower jaw. There is a timer on it. Only one key will unlock it, and that key is in the digestive tract of her cell mate who lies paralyzed on the opposite side of the room. If she doesn't unlock the mask in time, her lower jaw will be ripped wide open... 
500	1	In Cayman Island, the daughter of a powerful man - Andrea - and the fisherman Shy are in a deep but secret love, hidden from Andrea's parents. When Andrea's father sails in a fish-trip, they have a night of love at Andrea's home; however they sleep and are surprised by the arrival of her family in the morning. Later, Andrea's brother Hammer throws acid on the face of Shy and spends four months in prison. In Miami, the dirty businessman Carl Ridley is chased by Federal agents and escapes with his teenage daughter Pippa to Cayman Island trying to reach his lawyer Mr. Allen. Pippa meets the small time thief Fritz sleeping in her room and he invites her to go a party. Before leaving the condo, Fritz sees Carl counting lots of money. Fritz owes money to the dangerous drug dealer Richie Rich and tells him about the fortune Carl has. Along a Friday 13th night, their lives entwine in a chain of tragic events. 
501	5	Dan Foreman is headed for a shakeup. He is demoted from head of ad sales for a major magazine when the company he works for is acquired in a corporate takeover. His new boss, Carter Duryea, is half his age--a business school prodigy who preaches corporate synergy. While Dan develops clients through handshake deals and relationships, Carter cross-promotes the magazine with the cell phone division and Krispity Krunch, an indeterminate snack food under the same corporate umbrella. Both men are going through turmoil at home. Dan has two daughters, Alex, age 18, and Jana, age 16, and is shocked when his wife tells him she's pregnant with a new child. Carter, in the meanwhile, is dumped by his wife of seven months just as he gets his promotion. Dan and Carter's uneasy friendship is thrown into jeopardy when Carter falls for, and begins an affair with, Dan's daughter Alex. 
502	1	In LA, Jason Lair is recently separated, living with his grandfather and his son; he's a banker, tense, with a limp. Grandfather Henry, an archaeologist, wants to take the family van on a trip to Albuquerque. His plans are interrupted when Turner, Jason's father and Henry's son, appears after years of absence. Henry wants to celebrate family, as does Zach, Jason's son; Jason is angry and distant, Turner seems detached and says he's got a bus to catch in the morning. This prompts Henry to put in place an elaborate plan that will send his "tribe" on that VW bus trip to New Mexico sorting out relationships and digging up a crippled family history. Dust and dogs figure prominently. 
503	1	Harvard-educated biotech executive John Henry Jack Armstrong gets fired when he informs on his bosses, launching an investigation into their business dealings by the Securities & Exchange Commission. Branded a whistle-blower and therefore unemployable, Jack desperately needs to make a living. When his former girlfriend Fatima, a high powered businesswoman--and now a lesbian--offers him cash to impregnate her and her new girlfriend Alex, Jack is persuaded by the chance to make easy money. Word spreads and soon Jack is in the baby-making business at $10,000 a try. Lesbians with a desire for motherhood and the cash to spare are lining up to seek his services. But, between the attempts by his former employers to frame him for security fraud and his dubious fathering activities, Jack finds his life, all at once, becoming very complicated. 
504	2	In Manhattan, the brilliant Chinese-American lesbian surgeon Wil is surprised by the arrival of her forty-eight year old widow mother to her apartment. Ma was banished from Flushing, Queens, when her father discovered that she was pregnant. The presence of Ma affects the personal life of Wil, who is in love with the daughter of her boss at the hospital, the dancer Vivian Shing. Once her grandfather has promised that her mother would only return to Flushing remarried or proving that it was an immaculate conception, Wil tries to find a Chinese bachelor to marry Ma. 
505	1	Peaches, a hair stylist from Baltimore, and her estranged sister, Angela, the owner of an upscale salon in Beverly Hills, get reacquainted when Peaches decides to attend a celebration for Angela in LA. The reunion is bittersweet and worsens when Angela finds out that Peaches is on the run from the IRS and has only a few days to pay $50,000 in back taxes. After some hilarious moments and passionate exchanges, the two sisters join forces to fight off a pesky rival salon owner Marcella and save Peaches from her troubles by competing for a lucrative cash prize and bragging rights at the city's annual hair show. BEAUTY SHOP proves that blood and family run thicker than water. 
506	7	After an unsuccessful mission, FBI agents Kevin Copeland and Marcus Copeland fall in disgrace in the agency. They decide to swap their bad position with his superior Section Chief Elliott Gordon working undercover in an abduction case, disguised in the two spoiled white daughters of a tycoon, Brittany and Tiffany Wilson, getting in hilarious situations. 
507	2	Jesse, a writer from the US, and Celine, a Frenchwoman working for an environment protection organization, acquainted nine years ago on the train from Budapest to Vienna, meet again when Jesse arrives in Paris for a reading of his new book. As they have only a few hours until his plane leaves, they stroll through Paris, talking about their experiences, views and whether they still love each other, although Jesse is already married with a kid. 
508	3	When Todd Anderson signs a $30 million deal with his hometown team, the New Jersey Nets, he knows that his life is set for a big change. To keep things real, he decides to throw a barbeque at his place -- just like the ones his family used to have. But when you have new and old friends, family, agents, and product reps in the same house, things are bound to get crazy. 
509	3	Venice, 1596. Melancholy Antonio loves the youthful Bassanio, so when Bassanio asks for 3000 ducats, Antonio says yes before knowing it's to sue for the hand of Portia. His capital tied up in merchant ships at sea, Antonio must go to Shylock, a Jewish moneylender he reviles. Shylock wraps his grudge in kindness, offering a three-month loan at no interest, but if not repaid, Antonio will owe a pound of flesh. The Jew's daughter elopes with a Christian, whetting Shylock's hatred. While Bassanio's away wooing Portia, Antonio's ships founder, and Shylock demands his pound of flesh. With court assembled and a judgment due, Portia swings into action to save Bassanio's friend. 
510	1	In 1930, Mrs. Erlynne, who describes herself as poor and infamous, driven from New York society by jealous wives, sees a news photo of wealthy Lord Windermere and his young wife: she heads for the Amalfi Coast to be among the rich and famous for 'the season' and to snare Mr. Windermere. Gossips twitter as he spends his afternoons with her, his wife blissfully innocent as she blushingly fends off attentions from a young English nobleman, an international playboy who thinks he's in love. Mrs. Erlynne is also pursued by a worldly-wise older English nobleman. Mrs. Windermere's 20th birthday party approaches, where all plays out amid numerous amoral Wildean aphorisms. 
511	2	Over a meal in a French restaurant, Sy poses a conundrum to his fellow diners: Is the essence of life comic or tragic? For the sake of argument, he tells a story, which the others then embellish to illustrate their takes on life. The story starts as follows: A young Manhattan couple, Park Avenue princess Laurel and tippling actor Lee, throw a dinner party to impress Lee's would-be producer when their long-lost friend Melinda appears at their front door, bedraggled and woebegone. In the tragic version of what happens next, the beautiful intruder is a disturbed woman who got bored with her Midwestern doctor-husband and dumped him for a photographer. Her husband took the children away and she spiraled into a suicidal depression that landed her straight-jacketed in a mental ward. In the comic version, Melinda is childless and a downstairs neighbor to the dinner hosts, who are ambitious Indy filmmaker Susan and under-employed actor Hobie... 
512	7	The murderous Bride is back and she is still continuing her vengeance quest against her ex-boss, Bill, and taking aim at Bill's younger brother Budd and Elle Driver, the only survivors from the squad of assassins who betrayed her four years earlier. It's all leading up to the ultimate confrontation with Bill, the Bride's former master and the man who ordered her execution! 
513	2	A thick fog surrounds California's borders, communication beyond state lines is cut off, and the Mexicans disappear: workers, spouses, and business owners are missing. Cars are abandoned in the street, food is left cooking on the stove. We meet the wife of a musician who's gone, a state Senator whose maid doesn't show up for work, and a farm owner whose produce is ripe and unpicked. A scientist asks any Mexicans who haven't disappeared to volunteer for genetic experiments: a female newscaster and the daughter of the musician may be the only missing links around. Why them? And where have all the Mexicans gone? Even the border guards grieve. The state and its economy grind to a halt. 
514	6	Raised in African bush country by her zoologist parents, Cady Heron thinks she knows about survival of the fittest. But the law of the jungle takes on a whole new meaning when the home-schooled 16-year-old enters public high school for the first time and encounters psychological warfare and unwritten social rules that teenage girls face today. 
515	1	Stocky Greg's passion is football, and he rounds up his family from their respective church meetings and rushes home just in time to make the kick-off of the Sunday afternoon Vikings game. He has just planted himself in front of his massive television screen scarfing down chicken when his new home teaching companion, Nelson, calls to inform him that he has set an appointment to visit the Mori family in 15 minutes. Mormon males serving as home teachers are admonished to visit with their assigned families once a month, bring them a spiritual message, and provide help as necessary. Nelson, a nerdy "letter of the law" kind of Mormon who will not even purchase gas on a Sunday, intends to visit 100 % of his assigned families every month, and as this is the last day of the month even the many madcap mishaps that start immediately will not deter him from completing his duty despite Greg's griping and attempts to get back to the games. 
516	4	A group of air crash survivors are stranded in the Mongolian desert with no chance of rescue. Facing a brutal environment, dwindling resources, and an attack by desert smugglers, they realize their only hope is doing the impossible... building a new plane from the wreckage of the old one. 
517	2	Set against the backdrop of a mythic "New West," a satire that follows grammatically-challenged, "user-friendly" candidate Dicky Pilager, scapegrace scion of Colorado's venerable Senator Jud Pilager, during his gubernatorial campaign. When Pilager finds that he's reeled in a corpse during the taping of an environmental political ad, his ferocious campaign manager, Chuck Raven, hires former idealistic journalist turned rumpled private detective Danny O'Brien to investigate potential links between the corpse and the Pilager family's enemies. Danny's investigation pulls him deeper and deeper into a complex web of influence and corruption, involving high stakes lobbyists, media conglomerates, environmental plunderers, and undocumented migrant workers. 
518	7	Smart-but-ineffectual journalist Dan "We use euphemisms!" cant decide between his girlfriend, loving-but-clingy waitress Alice, or his lover cold-but-intellectual photographer Anna. Anna herself cant decide between Dan and honest-but-thuggish "You're bloody gorgeous!" doctor Larry. The film, as Tarantino might put it, puts the four leading characters in a box and then takes them apart. 
519	6	Several stories interweave during two days in Los Angeles involving a collection of inter-related characters, a police detective with a drugged out mother and a thieving younger brother, two car thieves who are constantly theorizing on society and race, the white district attorney and his irritated and pampered wife, a racist white veteran cop (caring for a sick father at home) who disgusts his more idealistic younger partner, a successful Hollywood director and his wife who must deal with the racist cop, a Persian-immigrant father who buys a gun to protect his shop, a Hispanic locksmith and his young daughter who is afraid of bullets, and more. 
520	3	In Manhattan, the British limousine driver Alfie is surrounded by beautiful women, most of them clients, and he lives as a Don Juan, having one night stands with all of them and without any sort of commitment. His girl-friend and single-mother Julie is quite upset with the situation and his best friends are his colleague Marlon and his girl-friend Lonette. Alfie has a brief affair with Lonette, and the consequences of his act forces Alfie to reflect and wonder about his life style. 
521	2	Robert Tyre Jones, Jr., aka "Bobby Jones" rises from complete obscurity to become a golfing legend. Jones overcomes his own fierce temper, intense passion, and perfectionist tendencies to master the game and win the Grand Slam, the U.S., British, and Amateur Opens in golf, a feat unequaled even today. But it is Jones's style, personality, and character that separate him from the other professionals in his field. When Jones realizes that his unparalleled success may be destroying those he loves he's presented with an astounding proposition, one that shocks the world. 
522	6	Miles is a failed writer living a meager existence in San Diego as an English teacher. With his career seemingly fading and the fate of a book hinging on a publisher's decision, Miles is depressed with himself and what he hasn't achieved. Jack is a television actor whom some recognize but not many do, as if he were a minor actor who got a taste of success. With his best friend Miles, the two embark on a road trip through California's wine country. Miles wants to give his friend a nice sendoff before married life, while Jack simply wants to have a fling beforehand. As they're both nearing middle age with not much to show for it, the two will explore the vineyards while ultimately searching for their identities. 
523	5	Preston, Idaho's most curious resident, Napoleon Dynamite, lives with his grandma and his 32-year-old brother (who cruises chat rooms for ladies) and works to help his best friend, Pedro, snatch the Student Body President title from mean teen Summer Wheatley. 
524	1	The Travis family façade is destroyed by an event incomprehensible to them -- an event which will open locked doors and finally reveal the secrets that have haunted them for decades. 
525	5	The North American anti-terrorist force Team America attacks a group of terrorist in Paris. Later, the leader of the organization, Spottswoode, invites the famous Broadway actor Gary Johnston to join his world police and work undercover in Cairo in a terrorist organization and disclose their plan of destroying the world. The Team America destroy the cell of terrorists, but then the Panama Canal is attacked by the criminals as a payback. Gary feels responsible for the death of many innocents and leaves the counter-terrorism organization. When the leader of North Korea, Kim Jong II, joins a group of pacifist actors and actresses with the intention of using weapons of massive destruction, the Team America tries to avoid the destruction of the world. 
526	1	By working through problems stemming from his past, Tom Warshaw, an American artist living in Paris, begins to discover who he really is, and returns to his home to reconcile with his family and friends.
527	8	After escaping from the emotional and physical pain he previously encountered. Jason Bourne and his girlfriend Marie begin a new life as far away as possible. But when an assassination attempt on Bourne goes horribly wrong, Bourne must re-enter the life he wanted to leave behind, in order to find out the truth why they are still after him. 
528	1	In the style of many reality shows, six people (three men and three women) vie for a cash prize of $10,000 by performing risqué stunts and offering up scintillating confessionals on camera.
529	5	John Clasky is a devoted dad whose skills as a chef have offered his family a very upscale life, including a summer home in Malibu and a breathtaking new Mexican housekeeper, named Flor. She and her daughter Cristina have recently emigrated to L.A. from Mexico and are trying to find a better life. When they move in with the Claskys for the summer, Flor has to fight for her daughter's soul as she discovers that life in a new country is perilous! 
530	1	Two boys grow up in Hutschinson, Kansas. For cocky, precious Neil McCormick, baseball only becomes attractive, although he's good at at, when he meets studly coach, who often takes him out and to Sir's cool home. There, the treats and games lead to intimacy. Shy good boy Brian is redrawn from the team by his concerned mother, another 'disappointment' according to his dad, after two episodes he can't remember, causing him to have recurring bloody noses and nightmares. The Halloween incident was jackass fire-cracker abuse by Neil and his platonic confident friend Wendy. Neil makes his gay lust into a profession, ultimately in New York, where the fun wears off and worse. Brian becomes a model student, but searches for the source of his nightmares in alien abduction theories. Through a college mate, Neil's admirer Eric, he ultimately discovers the answers. 
531	8	When a private satellite encounters an unidentified source of heat in Antarctica and it is found to be a pyramid buried deep underground , a search team comprising of top-of-the-line archaeologists and engineers is sent to Antarctica to find out more . Once there , the team comes across signs which indicate that the place is inhabited by an unknown alien species . It is not long before the aliens begin to hunt the team members . At the same time , a trio of coming-of-age Predators have arrived to collect the skulls of the aliens as trophies , and the humans are caught between a deadly battle between the two warring species . 
532	1	Upon hearing of her mother's death, jaded teenage loner Purslane Hominy Will returns to New Orleans for the first time in years, ready to reclaim her childhood home. Expecting to find her late mother's house abandoned, Pursy is shocked to discover that it is inhabited by two of her mother's friends: Bobby Long, a former literature professor, and his young protégé, Lawson Pines. These broken men, whose lives took a wrong turn years before, have been firmly rooted in the dilapidated house for years, encouraged only by Lawson's faltering ambitions to write a novel about Bobby Long's life. Having no intention of leaving, Pursy, Bobby Long and Lawson are all forced to live together. Yet as time passes, their tenuous, makeshift arrangement unearths a series of buried personal secrets that challenges their bonds, and reveals just how inextricably their lives are intertwined. 
533	7	LA cabbie Max Durocher is the type of person who can wax poetic about other people's lives, which impresses U.S. Justice Department prosecutor Annie Farrell, one of his fares, so much that she gives him her telephone number at the end of her ride. Although a dedicated man as seen through the efficiency in which he does his work, he can't or won't translate that eloquence into a better life for himself. He deludes himself into believing that his now twelve year cabbie job is temporary and that someday he will own his own limousine service. He even lies to his hospitalized mother that he already owns one, with a further lie that he tells her as such primarily to make her happy, rather than the truth which is that he won't do anything to achieve that dream. One night, Max picks up a well dressed man named Vincent, who asks Max to be his only fare for the evening. For a flat fee of $600 - double what Max asks - Vincent wants Max to drive him to five stops that evening... 
534	3	On the last day of 8th grade before their freshman year in high school, Julie has a slumber party with 3 best friends: Hannah, Yancy, and Farrah. As a trio, they end up having the adventure of their lives. To win the high school lunch spot by the fountains, they have to win a all-night scavenger hunt against their popular girl rivals. They need a car to get to the places that they need to get everything on the scavenger hunt list. Yancy has a little tiny car in her garage. Her dad taught her how to drive it, so they use the tiny car. In order to win they sneak into clubs, they don't listen to Julie's mom's rules about leaving the house, and Julie's first kiss, anything is possible at Julie's sleepover. 
535	6	Princess Mia has just turned 21 and is supposed to succeed her grandmother as the Queen of Genovia. But Viscount Mabrey who wishes that his nephew who is also in line to the throne to be the new ruler, reminds everyone of a law that states that an unmarried woman can't be made queen, and with the backing of parliament, he opposes Mia's coronation. But Queen Clarice asks that Mia be allowed time to find a husband, and she is given 30 days. But Mabrey tries to do what he can to stop that. But his nephew, Nicholas has met Mia and they are both attracted to each other but Mia upon learning who he is, dislikes and doesn't trust him but Clarice has invited him to stay with them for the 30 day period to keep an eye on him. 
536	9	Benjamin Franklin Gates descends from a family of treasure-seekers who've all hunted for the same thing: a war chest hidden by the Founding Fathers after the Revolutionary War. Ben's close to discovering its whereabouts, as is his competition, but the FBI is also hip to the hunt. 
537	1	The dysfunctional twenty-three years old Sarah takes her six years old natural son Jeremiah from the home of his beloved foster parents with the support of the social service to live with her. Along the years, the boy shares her insane and lowlife style and is introduced to booze and drugs and mentally, physically and sexually abused by Sarah, her lovers and her religiously fanatic family. 
538	9	In a quiet, isolated village in olde Pennsylvania, there lies a pact between the people of the village and the creatures who reside in the surrounding woods: the townspeople do not enter the woods, and the creatures do not enter the village. The pact stays true for many years, but when Lucius Hunt seeks medical supplies from the towns beyond the wood, the pact is challenged. Animal carcasses, devoid of fur, begin to appear around the village, causing the council of elders to fear for the safety of the village, the pact, and so much more. 
539	1	When her boyfriend is shot to death in a robbery, LA photographer Sopie Jacobs tries her hardest to put the event behind her. But as she struggles to get over the murder, Sophie's life begins to change, leaving her clueless as to what's coming. But worst of all, the line between reality and fantasy is beginning to shatter. 
540	6	When his army unit was ambushed during the first Gulf War, Sergeant Raymond Shaw saved his fellow soldiers just as his commanding officer, then-Captain Ben Marco, was knocked unconscious. Brokering the incident for political capital, Shaw eventually becomes a vice-presidential nominee, while Marco is haunted by dreams of what happened -- or didn't happen -- in Kuwait. As Marco (now a Major) investigates, the story begins to unravel, to the point where he questions if it happened at all. Is it possible the entire unit was kidnapped and brainwashed to believe Shaw is a war hero as part of a plot to seize the White House? Some very powerful people at Manchurian Global corporation appear desperate to stop him from finding out. 
541	1	Recruited by the U.S. government for their unique ability to lie, cheat and fight, Amy, Max, Janet and Dominique join an underground academy of secret agents known only as D.E.B.S. These crime fighting hotties set out to save the world and keep their lipstick perfectly applied while doing so. Now the girls must combine their skills for their most important mission- to capture vexing vixen Lucy Diamond, the deadliest criminal the world has ever known. When D.E.B.S. star player, Amy, falls for Lucy, chaos erupts and the D.E.B.S. loyalty is put to the test. 
